rank,kanji,count,on_readings,kun_readings,nanori,meanings_en
2260,豹,83804,,,,
2261,楼,83741,,,,
2262,謳,83479,,,,
2263,嗤,83425,,,,
2264,湾,83260,,,,
2265,姓,83186,,,,
2266,藉,82832,,,,
2267,皐,82789,,,,
2268,屑,82755,,,,
2269,閲,82742,,,,
2270,昴,82644,,,,
2271,丼,82257,,,,
2272,塀,81941,,,,
2273,掬,81903,,,,
2274,廉,81502,,,,
2275,莫,81445,,,,
2276,墟,81368,,,,
2277,蝋,81276,,,,
2278,栖,81242,,,,
2279,螺,81235,,,,
2280,仔,81160,,,,
2281,櫻,80873,,,,
2282,倣,80308,,,,
2283,諜,80287,,,,
2284,娯,80192,,,,
2285,腔,80149,,,,
2286,蝕,79947,,,,
2287,粛,79658,,,,
2288,燭,79653,,,,
2289,沫,79595,,,,
2290,絢,78925,,,,
2291,嶺,78771,,,,
2292,厭,78355,,,,
2293,絹,78354,,,,
2294,楚,78239,,,,
2295,綴,78025,,,,
2296,汝,77862,,,,
2297,陵,77772,,,,
2298,橙,77667,,,,
2299,婿,77604,,,,
2300,捷,77248,,,,
2301,呈,77118,,,,
2302,朋,76835,,,,
2303,斥,76668,,,,
2304,燕,76549,,,,
2305,撲,76520,,,,
2306,癪,75810,,,,
2307,樽,75797,,,,
2308,刷,75602,,,,
2309,疫,75470,,,,
2310,髙,75411,,,,
2311,醤,75210,,,,
2312,柏,75126,,,,
2313,祓,74857,,,,
2314,塾,74423,,,,
2315,捩,74281,,,,
2316,揶,74274,,,,
2317,謹,74124,,,,
2318,洩,73771,,,,
2319,挫,73749,,,,
2320,藻,73471,,,,
2321,揄,73431,,,,
2322,恍,73410,,,,
2323,但,72972,,,,
2324,劫,72917,,,,
2325,榊,72436,,,,
2326,膳,72433,,,,
2327,仄,72349,,,,
2328,蕾,72174,,,,
2329,陳,72062,,,,
2330,棺,72009,,,,
2331,眞,71969,,,,
2332,帥,71708,,,,
2333,朦,71682,,,,
2334,眸,71257,,,,
2335,瞭,71151,,,,
2336,瀕,71148,,,,
2337,毅,70923,,,,
2338,蹲,70886,,,,
2339,循,70402,,,,
2340,齧,70213,,,,
2341,牡,70091,,,,
2342,惰,69178,,,,
2343,昌,69103,,,,
2344,篤,68855,,,,
2345,且,68744,,,,
2346,梗,68411,,,,
2347,硝,68374,,,,
2348,燈,68261,,,,
2349,秩,68198,,,,
2350,塁,68152,,,,
2351,瑛,68090,,,,
2352,貶,67827,,,,
2353,隈,67781,,,,
2354,敦,67777,,,,
2355,杭,67650,,,,
2356,吟,67646,,,,
2357,欧,67570,,,,
2358,簿,67453,,,,
2359,該,67313,,,,
2360,茫,67223,,,,
2361,翳,67030,,,,
2362,郊,66991,,,,
2363,旭,66985,,,,
2364,尤,66654,,,,
2365,狸,66366,,,,
2366,轄,66122,,,,
2367,耽,65851,,,,
2368,榴,65744,,,,
2369,棋,65741,,,,
2370,騰,65622,,,,
2371,琳,65466,,,,
2372,檎,65233,,,,
2373,賓,65081,,,,
2374,楠,64975,,,,
2375,巴,64833,,,,
2376,髄,64803,,,,
2377,柿,64664,,,,
2378,炒,64412,,,,
2379,於,64204,,,,
2380,惧,63913,,,,
2381,燻,63858,,,,
2382,蔦,63771,,,,
2383,盲,63709,,,,
2384,繭,63704,,,,
2385,麓,62711,,,,
2386,戮,62616,,,,
2387,桔,62553,,,,
2388,郁,62518,,,,
2389,屯,62357,,,,
2390,弧,62024,,,,
2391,猶,61917,,,,
2392,朴,61870,,,,
2393,蚊,61833,,,,
2394,蛙,61607,,,,
2395,蒲,61604,,,,
2396,踪,61382,,,,
2397,苺,61194,,,,
2398,熾,61180,,,,
2399,埒,60939,,,,
2400,咀,60893,,,,
2401,衡,60865,,,,
2402,轢,60861,,,,
2403,刊,60855,,,,
2404,昆,60789,,,,
2405,嚼,60667,,,,
2406,黎,60667,,,,
2407,秤,60605,,,,
2408,迸,60549,,,,
2409,寵,60423,,,,
2410,祠,60101,,,,
2411,泄,59969,,,,
2412,岬,59517,,,,
2413,茨,59454,,,,
2414,條,59357,,,,
2415,藁,59324,,,,
2416,碌,59024,,,,
2417,呉,58948,,,,
2418,嫡,58874,,,,
2419,芹,58853,,,,
2420,餐,58822,,,,
2421,隕,58634,,,,
2422,駕,58612,,,,
2423,唄,58585,,,,
2424,賄,58516,,,,
2425,遙,58436,,,,
2426,弛,57872,,,,
2427,辣,57554,,,,
2428,痣,57552,,,,
2429,藩,57452,,,,
2430,累,57310,,,,
2431,叉,57296,,,,
2432,蜥,57120,,,,
2433,貿,57035,,,,
2434,靭,57018,,,,
2435,旬,56925,,,,
2436,漕,56788,,,,
2437,逡,56643,,,,
2438,蜴,56588,,,,
2439,剃,56568,,,,
2440,幣,56310,,,,
2441,勲,56220,,,,
2442,窪,55977,,,,
2443,箒,55679,,,,
2444,卯,55321,,,,
2445,栽,55269,,,,
2446,譜,55219,,,,
2447,屠,54901,,,,
2448,霜,54796,,,,
2449,菫,54650,,,,
2450,鹸,54547,,,,
2451,焉,54351,,,,
2452,庄,54039,,,,
2453,譚,53894,,,,
2454,珈,53689,,,,
2455,湛,53506,,,,
2456,淳,53341,,,,
2457,嬲,53233,,,,
2458,捏,53173,,,,
2459,琲,53039,,,,
2460,憫,52867,,,,
2461,摯,52778,,,,
2462,菅,52682,,,,
2463,腺,52643,,,,
2464,侑,52601,,,,
2465,襖,52514,,,,
2466,鷺,52471,,,,
2467,董,52347,,,,
2468,憚,52331,,,,
2469,茹,52212,,,,
2470,蝉,51958,,,,
2471,獰,51518,,,,
2472,悍,51131,,,,
2473,紘,50865,,,,
2474,杞,50857,,,,
2475,苔,50724,,,,
2476,叡,50544,,,,
2477,汐,50333,,,,
2478,祀,50257,,,,
2479,遽,50118,,,,
2480,采,50075,,,,
2481,郡,49884,,,,
2482,柑,49748,,,,
2483,釜,49727,,,,
2484,暢,49272,,,,
2485,傀,49006,,,,
2486,來,49002,,,,
2487,梁,48964,,,,
2488,鴉,48924,,,,
2489,韓,48376,,,,
2490,幌,48347,,,,
2491,遍,48305,,,,
2492,鞍,48170,,,,
2493,伍,48059,,,,
2494,梯,48025,,,,
2495,狡,47839,,,,
2496,享,47261,,,,
2497,措,47220,,,,
2498,耀,47143,,,,
2499,蟹,47115,,,,
2500,喩,47099,,,,
2501,詛,46740,,,,
2502,坑,46563,,,,
2503,儡,46477,,,,
2504,栓,46447,,,,
2505,睫,46327,,,,
2506,斑,46178,,,,
2507,嗣,46121,,,,
2508,肪,45901,,,,
2509,捗,45839,,,,
2510,疇,45781,,,,
2511,郵,45779,,,,
2512,迦,45770,,,,
2513,躰,45388,,,,
2514,芻,45349,,,,
2515,蔭,45257,,,,
2516,閻,45248,,,,
2517,噤,45194,,,,
2518,杜,45071,,,,
2519,梶,44950,,,,
2520,旺,44897,,,,
2521,酌,44873,,,,
2522,矜,44760,,,,
2523,姪,44602,,,,
2524,飄,44602,,,,
2525,曝,44596,,,,
2526,禿,44518,,,,
2527,唆,44475,,,,
2528,舵,44429,,,,
2529,凸,44366,,,,
2530,滾,44353,,,,
2531,穀,44225,,,,
2532,膏,44192,,,,
2533,萩,44182,,,,
2534,挽,44022,,,,
2535,藪,43879,,,,
2536,櫛,43727,,,,
2537,楊,43608,,,,
2538,顛,43493,,,,
2539,准,43491,,,,
2540,煎,43292,,,,
2541,襞,43291,,,,
2542,讃,43198,,,,
2543,鮫,43079,,,,
2544,滓,42894,,,,
2545,諒,42633,,,,
2546,贔,42463,,,,
2547,國,42458,,,,
2548,屓,42442,,,,
2549,庵,42368,,,,
2550,蝙,42217,,,,
2551,桑,41918,,,,
2552,鞠,41909,,,,
2553,蝠,41789,,,,
2554,俳,41709,,,,
2555,逅,41529,,,,
2556,渓,41521,,,,
2557,邂,41502,,,,
2558,暈,41479,,,,
2559,洲,41472,,,,
2560,麟,41325,,,,
2561,褪,41317,,,,
2562,梳,41130,,,,
2563,凰,41099,,,,
2564,尺,41092,,,,
2565,肖,41029,,,,
2566,茅,41016,,,,
2567,魁,41009,,,,
2568,鍔,40947,,,,
2569,掟,40757,,,,
2570,袁,40565,,,,
2571,俄,40537,,,,
2572,厩,40470,,,,
2573,粥,40430,,,,
2574,坐,40389,,,,
2575,凱,40369,,,,
2576,丞,40355,,,,
2577,袴,40261,,,,
2578,裔,40258,,,,
2579,吏,40073,,,,
2580,甥,40048,,,,
2581,坦,40044,,,,
2582,洸,40038,,,,
2583,浣,40029,,,,
2584,炙,39950,,,,
2585,嘗,39948,,,,
2586,碑,39945,,,,
2587,戟,39764,,,,
2588,樫,39627,,,,
2589,嚢,39602,,,,
2590,嘔,38895,,,,
2591,辟,38743,,,,
2592,窒,38707,,,,
2593,輿,38698,,,,
2594,蝿,38681,,,,
2595,翁,38658,,,,
2596,萄,38136,,,,
2597,禄,38121,,,,
2598,吼,38118,,,,
2599,葡,38061,,,,
2600,酢,37961,,,,
2601,鯨,37923,,,,
2602,瞠,37883,,,,
2603,樋,37791,,,,
2604,曽,37777,,,,
2605,鉤,37772,,,,
2606,幡,37748,,,,
2607,卸,37535,,,,
2608,呵,37524,,,,
2609,鉈,37307,,,,
2610,鵜,37302,,,,
2611,屁,37258,,,,
2612,哨,37092,,,,
2613,磯,37054,,,,
2614,蕎,36984,,,,
2615,躓,36967,,,,
2616,轍,36806,,,,
2617,齎,36763,,,,
2618,忽,36704,,,,
2619,脛,36665,,,,
2620,祟,36549,,,,
2621,曾,36410,,,,
2622,尼,36385,,,,
2623,碗,36319,,,,
2624,徊,36290,,,,
2625,泌,36284,,,,
2626,徘,36190,,,,
2627,彿,36139,,,,
2628,堤,36118,,,,
2629,榎,36116,,,,
2630,挺,35813,,,,
2631,椀,35775,,,,
2632,篝,35138,,,,
2633,拮,35046,,,,
2634,咤,35028,,,,
2635,茸,34791,,,,
2636,峠,34774,,,,
2637,惣,34764,,,,
2638,你,34701,,,,
2639,楯,34678,,,,
2640,洪,34645,,,,
2641,槻,34639,,,,
2642,播,34613,,,,
2643,淋,34474,,,,
2644,寡,34436,,,,
2645,懺,34428,,,,
2646,氣,34344,,,,
2647,穣,34253,,,,
2648,弐,34190,,,,
2649,榛,34133,,,,
2650,彗,34125,,,,
2651,姜,34072,,,,
2652,涛,34043,,,,
2653,祷,34014,,,,
2654,聳,34005,,,,
2655,簾,33954,,,,
2656,倖,33937,,,,
2657,擽,33937,,,,
2658,肋,33935,,,,
2659,蒔,33879,,,,
2660,紬,33820,,,,
2661,牌,33734,,,,
2662,菖,33706,,,,
2663,噺,33571,,,,
2664,弔,33411,,,,
2665,吃,33282,,,,
2666,芙,33139,,,,
2667,癇,33013,,,,
2668,諏,33010,,,,
2669,糾,32890,,,,
2670,痍,32857,,,,
2671,禅,32673,,,,
2672,窘,32463,,,,
2673,縺,32363,,,,
2674,汎,32285,,,,
2675,頰,32274,,,,
2676,箋,32237,,,,
2677,琢,32143,,,,
2678,撥,32125,,,,
2679,甦,32054,,,,
2680,菱,32012,,,,
2681,臀,31997,,,,
2682,畔,31994,,,,
2683,饒,31904,,,,
2684,臥,31882,,,,
2685,椒,31846,,,,
2686,蠅,31820,,,,
2687,趙,31497,,,,
2688,薩,31453,,,,
2689,葱,31406,,,,
2690,哭,31321,,,,
2691,芦,31277,,,,
2692,嵩,31223,,,,
2693,棗,31205,,,,
2694,饅,31130,,,,
2695,个,31123,,,,
2696,漲,31001,,,,
2697,楔,30972,,,,
2698,債,30669,,,,
2699,扶,30636,,,,
2700,斯,30595,,,,
2701,秦,30551,,,,
2702,鯉,30527,,,,
2703,洛,30519,,,,
2704,鴨,30496,,,,
2705,錫,30412,,,,
2706,娶,30284,,,,
2707,嘴,30254,,,,
2708,贖,30240,,,,
2709,酵,30155,,,,
2710,鋏,29982,,,,
2711,賠,29906,,,,
2712,埼,29825,,,,
2713,勅,29770,,,,
2714,蹄,29758,,,,
2715,膂,29692,,,,
2716,爬,29626,,,,
2717,澱,29439,,,,
2718,峡,29123,,,,
2719,勾,29086,,,,
2720,錦,28924,,,,
2721,惟,28875,,,,
2722,俵,28855,,,,
2723,稜,28833,,,,
2724,刎,28620,,,,
2725,瑚,28591,,,,
2726,緻,28542,,,,
2727,頸,28514,,,,
2728,倦,28404,,,,
2729,窄,28393,,,,
2730,姑,28385,,,,
2731,屹,28375,,,,
2732,吻,28247,,,,
2733,匙,28237,,,,
2734,詣,28120,,,,
2735,芒,28108,,,,
2736,諫,28097,,,,
2737,漣,28028,,,,
2738,膠,28024,,,,
2739,堰,27988,,,,
2740,梢,27971,,,,
2741,壕,27903,,,,
2742,囃,27890,,,,
2743,夷,27795,,,,
2744,斡,27742,,,,
2745,叙,27728,,,,
2746,燦,27593,,,,
2747,毟,27591,,,,
2748,稔,27584,,,,
2749,粟,27570,,,,
2750,蠱,27550,,,,
2751,凭,27347,,,,
2752,猾,27154,,,,
2753,煤,27131,,,,
2754,馨,27083,,,,
2755,憮,27073,,,,
2756,彙,27055,,,,
2757,而,26855,,,,
2758,弩,26845,,,,
2759,沁,26736,,,,
2760,朶,26519,,,,
2761,鎚,26510,,,,
2762,錐,26484,,,,
2763,抓,26467,,,,
2764,啼,26416,,,,
2765,遷,26334,,,,
2766,矯,26258,,,,
2767,濫,26243,,,,
2768,滋,26163,,,,
2769,靖,26097,,,,
2770,雁,25927,,,,
2771,冤,25920,,,,
2772,賽,25710,,,,
2773,悸,25618,,,,
2774,悴,25397,,,,
2775,畠,25393,,,,
2776,鋒,25377,,,,
2777,叛,25363,,,,
2778,麒,25127,,,,
2779,鮎,25111,,,,
2780,臍,25092,,,,
2781,陀,24971,,,,
2782,椛,24883,,,,
2783,筑,24665,,,,
2784,巷,24662,,,,
2785,桟,24577,,,,
2786,魄,24543,,,,
2787,褄,24542,,,,
2788,蓉,24443,,,,
2789,壷,24436,,,,
2790,魏,24397,,,,
2791,鮭,24316,,,,
2792,諌,24110,,,,
2793,几,24079,,,,
2794,悉,24010,,,,
2795,寅,23994,,,,
2796,孵,23966,,,,
2797,腋,23949,,,,
2798,倭,23896,,,,
2799,鱈,23838,,,,
2800,蓬,23818,,,,
2801,樺,23770,,,,
2802,縞,23741,,,,
2803,瞰,23713,,,,
2804,憔,23643,,,,
2805,睾,23551,,,,
2806,么,23548,,,,
2807,晋,23540,,,,
2808,髏,23419,,,,
2809,汽,23235,,,,
2810,亞,23220,,,,
2811,窃,23182,,,,
2812,芥,23124,,,,
2813,髑,23025,,,,
2814,餃,22990,,,,
2815,盃,22903,,,,
2816,鑽,22787,,,,
2817,悧,22781,,,,
2818,做,22726,,,,
2819,篇,22568,,,,
2820,剖,22525,,,,
2821,毬,22525,,,,
2822,翅,22411,,,,
2823,薊,22407,,,,
2824,鳶,22367,,,,
2825,涜,22352,,,,
2826,啄,22345,,,,
2827,舷,22240,,,,
2828,餉,22221,,,,
2829,斃,22208,,,,
2830,鵺,22123,,,,
2831,晦,22121,,,,
2832,醍,22115,,,,
2833,縷,22080,,,,
2834,驕,21970,,,,
2835,梟,21938,,,,
2836,楕,21835,,,,
2837,憊,21738,,,,
2838,氾,21734,,,,
2839,磔,21702,,,,
2840,箪,21676,,,,
2841,醐,21670,,,,
2842,窯,21460,,,,
2843,梛,21383,,,,
2844,倶,21200,,,,
2845,蛾,21183,,,,
2846,僥,21125,,,,
2847,鍬,21117,,,,
2848,蠍,21030,,,,
2849,諍,20834,,,,
2850,臼,20795,,,,
2851,珊,20787,,,,
2852,賂,20783,,,,
2853,胤,20725,,,,
2854,罹,20716,,,,
2855,脊,20701,,,,
2856,埜,20695,,,,
2857,櫓,20663,,,,
2858,轡,20648,,,,
2859,糊,20625,,,,
2860,叢,20604,,,,
2861,矮,20590,,,,
2862,宋,20481,,,,
2863,嚥,20409,,,,
2864,慟,20323,,,,
2865,僻,20261,,,,
2866,詈,20176,,,,
2867,烙,20165,,,,
2868,憾,20163,,,,
2869,亘,20158,,,,
2870,誑,20158,,,,
2871,拵,20147,,,,
2872,搔,20018,,,,
2873,堺,19990,,,,
2874,肴,19829,,,,
2875,她,19818,,,,
2876,壌,19808,,,,
2877,頁,19807,,,,
2878,匡,19728,,,,
2879,猊,19678,,,,
2880,遁,19652,,,,
2881,啖,19614,,,,
2882,訛,19603,,,,
2883,賤,19530,,,,
2884,箔,19487,,,,
2885,駈,19456,,,,
2886,鼬,19444,,,,
2887,庸,19267,,,,
2888,櫂,19196,,,,
2889,巽,19092,,,,
2890,硫,19031,,,,
2891,夥,18972,,,,
2892,邑,18963,,,,
2893,壬,18857,,,,
2894,蛸,18673,,,,
2895,癌,18604,,,,
2896,悼,18583,,,,
2897,狛,18566,,,,
2898,碍,18443,,,,
2899,晰,18429,,,,
2900,檜,18400,,,,
2901,搦,18369,,,,
2902,穹,18277,,,,
2903,莱,18257,,,,
2904,扈,18036,,,,
2905,瀧,17996,,,,
2906,咬,17982,,,,
2907,曳,17902,,,,
2908,閨,17891,,,,
2909,柘,17887,,,,
2910,跋,17886,,,,
2911,峯,17885,,,,
2912,柾,17882,,,,
2913,酎,17863,,,,
2914,禽,17782,,,,
2915,檀,17690,,,,
2916,茄,17639,,,,
2917,咫,17582,,,,
2918,呷,17525,,,,
2919,擢,17498,,,,
2920,附,17456,,,,
2921,妓,17436,,,,
2922,邏,17403,,,,
2923,塹,17365,,,,
2924,蓑,17360,,,,
2925,葦,17355,,,,
2926,扮,17354,,,,
2927,殉,17348,,,,
2928,撰,17336,,,,
2929,莢,17325,,,,
2930,荻,17324,,,,
2931,炬,17308,,,,
2932,于,17261,,,,
2933,椋,17242,,,,
2934,蜃,17176,,,,
2935,祢,17145,,,,
2936,餡,17138,,,,
2937,槙,17108,,,,
2938,桿,17060,,,,
2939,鏑,17049,,,,
2940,蒙,17045,,,,
2941,囀,16925,,,,
2942,膿,16913,,,,
2943,碓,16910,,,,
2944,竈,16853,,,,
2945,什,16830,,,,
2946,誹,16801,,,,
2947,謗,16788,,,,
2948,琶,16778,,,,
2949,菩,16759,,,,
2950,謡,16751,,,,
2951,鄙,16719,,,,
2952,荊,16684,,,,
2953,僭,16658,,,,
2954,浬,16577,,,,
2955,侭,16560,,,,
2956,眇,16486,,,,
2957,潟,16384,,,,
2958,嚙,16334,,,,
2959,鋳,16334,,,,
2960,舜,16313,,,,
2961,嘯,16263,,,,
2962,礁,16138,,,,
2963,碁,16109,,,,
2964,鯛,16020,,,,
2965,撹,16004,,,,
2966,笥,15868,,,,
2967,竄,15867,,,,
2968,銛,15861,,,,
2969,謐,15819,,,,
2970,乖,15784,,,,
2971,簀,15766,,,,
2972,帷,15739,,,,
2973,媛,15617,,,,
2974,祇,15596,,,,
2975,峨,15542,,,,
2976,賦,15431,,,,
2977,罅,15429,,,,
2978,鍾,15422,,,,
2979,磐,15415,,,,
2980,腱,15414,,,,
2981,簪,15408,,,,
2982,犀,15392,,,,
2983,升,15322,,,,
2984,伎,15295,,,,
2985,毘,15277,,,,
2986,睥,15255,,,,
2987,齬,15250,,,,
2988,齟,15249,,,,
2989,已,15188,,,,
2990,雉,15185,,,,
2991,巌,15083,,,,
2992,鴻,15078,,,,
2993,皓,14980,,,,
2994,侘,14935,,,,
2995,懃,14826,,,,
2996,峻,14815,,,,
2997,慇,14811,,,,
2998,伶,14741,,,,
2999,裡,14695,,,,
3000,訣,14671,,,,
3001,无,14654,,,,
3002,魎,14591,,,,
3003,簒,14535,,,,
3004,禊,14518,,,,
3005,膀,14482,,,,
3006,裳,14445,,,,
3007,祉,14182,,,,
3008,站,14146,,,,
3009,鰐,14121,,,,
3010,胱,14073,,,,
3011,珂,14042,,,,
3012,噪,14038,,,,
3013,舶,14026,,,,
3014,傅,13945,,,,
3015,虔,13939,,,,
3016,憬,13935,,,,
3017,饉,13917,,,,
3018,丑,13875,,,,
3019,嘶,13855,,,,
3020,玻,13798,,,,
3021,攪,13748,,,,
3022,欒,13593,,,,
3023,竪,13592,,,,
3024,廣,13525,,,,
3025,餞,13500,,,,
3026,赫,13499,,,,
3027,揆,13486,,,,
3028,杵,13481,,,,
3029,訶,13464,,,,
3030,魍,13392,,,,
3031,瀉,13379,,,,
3032,淘,13360,,,,
3033,嵯,13354,,,,
3034,紆,13344,,,,
3035,阜,13332,,,,
3036,敲,13318,,,,
3037,哺,13273,,,,
3038,吞,13246,,,,
3039,爾,13226,,,,
3040,勒,13208,,,,
3041,雹,13147,,,,
3042,鶫,13138,,,,
3043,砥,13126,,,,
3044,魑,13125,,,,
3045,麿,13094,,,,
3046,剝,13051,,,,
3047,嶽,12872,,,,
3048,桧,12851,,,,
3049,鯖,12838,,,,
3050,恫,12784,,,,
3051,槇,12784,,,,
3052,彪,12717,,,,
3053,函,12708,,,,
3054,渕,12703,,,,
3055,酊,12698,,,,
3056,燵,12683,,,,
3057,酩,12673,,,,
3058,鬣,12665,,,,
3059,贋,12650,,,,
3060,瞞,12604,,,,
3061,鬨,12576,,,,
3062,濤,12524,,,,
3063,禎,12509,,,,
3064,堆,12417,,,,
3065,丶,12396,,,,
3066,鰻,12387,,,,
3067,彬,12386,,,,
3068,窩,12343,,,,
3069,侠,12342,,,,
3070,宦,12341,,,,
3071,燎,12262,,,,
3072,亨,12253,,,,
3073,檄,12206,,,,
3074,托,12183,,,,
3075,霖,12182,,,,
3076,琵,12168,,,,
3077,醇,12159,,,,
3078,邁,12153,,,,
3079,綽,12141,,,,
3080,眦,12116,,,,
3081,衿,12107,,,,
3082,灸,12084,,,,
3083,顏,12050,,,,
3084,佩,11956,,,,
3085,墾,11884,,,,
3086,靂,11876,,,,
3087,蚕,11857,,,,
3088,廟,11844,,,,
3089,鏃,11773,,,,
3090,燼,11705,,,,
3091,哄,11655,,,,
3092,畿,11647,,,,
3093,詭,11578,,,,
3094,朕,11560,,,,
3095,亥,11534,,,,
3096,袂,11511,,,,
3097,筐,11503,,,,
3098,坪,11480,,,,
3099,蝦,11381,,,,
3100,遵,11351,,,,
3101,誅,11302,,,,
3102,浚,11218,,,,
3103,瑪,11218,,,,
3104,蛆,11212,,,,
3105,彡,11182,,,,
3106,溌,11108,,,,
3107,萬,11107,,,,
3108,瑕,11100,,,,
3109,誂,11053,,,,
3110,噓,11044,,,,
3111,劈,11041,,,,
3112,蕗,11037,,,,
3113,噎,11034,,,,
3114,痢,11029,,,,
3115,艸,11021,,,,
3116,芭,11012,,,,
3117,鰹,10961,,,,
3118,鋸,10929,,,,
3119,羹,10873,,,,
3120,喬,10867,,,,
3121,儒,10858,,,,
3122,猜,10803,,,,
3123,荀,10796,,,,
3124,衾,10790,,,,
3125,嬪,10788,,,,
3126,銜,10722,,,,
3127,霹,10719,,,,
3128,俣,10709,,,,
3129,孟,10682,,,,
3130,箕,10682,,,,
3131,冨,10679,,,,
3132,鴇,10671,,,,
3133,畝,10666,,,,
3134,泪,10636,,,,
3135,籐,10607,,,,
3136,梱,10592,,,,
3137,綜,10553,,,,
3138,瘤,10536,,,,
3139,惇,10522,,,,
3140,蜀,10459,,,,
3141,墳,10453,,,,
3142,娜,10379,,,,
3143,黛,10317,,,,
3144,螂,10313,,,,
3145,濱,10311,,,,
3146,戌,10277,,,,
3147,很,10272,,,,
3148,齋,10266,,,,
3149,捺,10199,,,,
3150,蠕,10176,,,,
3151,逗,10175,,,,
3152,鉾,10167,,,,
3153,蛭,10123,,,,
3154,藹,10031,,,,
3155,罷,10019,,,,
3156,蟷,10001,,,,
3157,鶯,9983,,,,
3158,韋,9957,,,,
3159,磋,9950,,,,
3160,魯,9949,,,,
3161,肆,9909,,,,
3162,蹟,9845,,,,
3163,闖,9802,,,,
3164,撼,9792,,,,
3165,并,9791,,,,
3166,开,9785,,,,
3167,杓,9773,,,,
3168,肇,9669,,,,
3169,勁,9666,,,,
3170,撓,9655,,,,
3171,吽,9604,,,,
3172,脩,9594,,,,
3173,輌,9576,,,,
3174,盪,9559,,,,
3175,允,9527,,,,
3176,檸,9513,,,,
3177,剌,9478,,,,
3178,嗄,9398,,,,
3179,檬,9390,,,,
3180,蠣,9330,,,,
3181,蛉,9322,,,,
3182,游,9263,,,,
3183,剋,9200,,,,
3184,訟,9193,,,,
3185,獏,9158,,,,
3186,毀,9133,,,,
3187,蛟,9097,,,,
3188,寥,9053,,,,
3189,饗,9047,,,,
3190,彌,9044,,,,
3191,瑙,9032,,,,
3192,倅,8972,,,,
3193,濾,8943,,,,
3194,誼,8906,,,,
3195,蜻,8835,,,,
3196,疵,8826,,,,
3197,矩,8820,,,,
3198,拌,8792,,,,
3199,帛,8781,,,,
3200,會,8732,,,,
3201,襦,8730,,,,
3202,眈,8720,,,,
3203,繧,8717,,,,
3204,閂,8713,,,,
3205,鼎,8692,,,,
3206,禰,8668,,,,
3207,魘,8665,,,,
3208,蒐,8650,,,,
3209,滔,8641,,,,
3210,猩,8635,,,,
3211,牟,8619,,,,
3212,瑜,8600,,,,
3213,从,8542,,,,
3214,瓢,8540,,,,
3215,錘,8534,,,,
3216,沃,8519,,,,
3217,宍,8512,,,,
3218,滸,8488,,,,
3219,舘,8476,,,,
3220,卜,8458,,,,
3221,褥,8444,,,,
3222,稟,8442,,,,
3223,瘍,8436,,,,
3224,种,8435,,,,
3225,蔡,8408,,,,
3226,蘆,8390,,,,
3227,偲,8387,,,,
3228,袢,8358,,,,
3229,鰭,8356,,,,
3230,濘,8344,,,,
3231,鹵,8337,,,,
3232,忖,8249,,,,
3233,腟,8185,,,,
3234,蟠,8180,,,,
3235,褻,8159,,,,
3236,摑,8155,,,,
3237,涸,8122,,,,
3238,賈,8117,,,,
3239,諺,8036,,,,
3240,漿,8029,,,,
3241,訃,8029,,,,
3242,吧,8018,,,,
3243,梧,8015,,,,
3244,褸,8012,,,,
3245,瑶,8011,,,,
3246,甕,8002,,,,
3247,吝,7995,,,,
3248,乍,7974,,,,
3249,澁,7953,,,,
3250,萃,7953,,,,
3251,褌,7953,,,,
3252,襤,7918,,,,
3253,廠,7909,,,,
3254,脹,7907,,,,
3255,椰,7894,,,,
3256,馭,7879,,,,
3257,卦,7872,,,,
3258,灌,7865,,,,
3259,粕,7751,,,,
3260,駁,7706,,,,
3261,踞,7663,,,,
3262,疹,7657,,,,
3263,俸,7656,,,,
3264,梔,7647,,,,
3265,騨,7632,,,,
3266,徽,7615,,,,
3267,厠,7608,,,,
3268,栃,7608,,,,
3269,腎,7592,,,,
3270,灘,7588,,,,
3271,酉,7587,,,,
3272,縣,7572,,,,
3273,澹,7540,,,,
3274,气,7531,,,,
3275,啊,7515,,,,
3276,烹,7503,,,,
3277,繚,7492,,,,
3278,刮,7486,,,,
3279,錨,7472,,,,
3280,黑,7468,,,,
3281,珪,7448,,,,
3282,逼,7442,,,,
3283,楢,7405,,,,
3284,鵬,7403,,,,
3285,鍮,7388,,,,
3286,蛹,7383,,,,
3287,蝗,7369,,,,
3288,螢,7364,,,,
3289,衷,7352,,,,
3290,艘,7350,,,,
3291,鋲,7272,,,,
3292,沽,7255,,,,
3293,杳,7254,,,,
3294,箍,7243,,,,
3295,槐,7212,,,,
3296,柩,7197,,,,
3297,凉,7176,,,,
3298,它,7173,,,,
3299,乎,7161,,,,
3300,劔,7137,,,,
3301,衒,7132,,,,
3302,昶,7121,,,,
3303,剪,7108,,,,
3304,卍,7102,,,,
3305,楸,7094,,,,
3306,曼,7069,,,,
3307,焙,7067,,,,
3308,靱,7038,,,,
3309,儿,7037,,,,
3310,瓏,7005,,,,
3311,尭,6998,,,,
3312,棠,6978,,,,
3313,甫,6977,,,,
3314,酪,6932,,,,
3315,瓊,6898,,,,
3316,訥,6898,,,,
3317,奸,6889,,,,
3318,漱,6886,,,,
3319,賎,6880,,,,
3320,懿,6872,,,,
3321,租,6863,,,,
3322,惠,6829,,,,
3323,圓,6822,,,,
3324,冲,6782,,,,
3325,屏,6756,,,,
3326,梵,6745,,,,
