rank,kanji,count,on_readings,kun_readings,nanori,meanings_en
4739,嗽,512,,,,
4740,豈,511,,,,
4741,适,509,,,,
4742,驍,509,,,,
4743,睺,507,,,,
4744,銖,507,,,,
4745,姬,505,,,,
4746,拖,505,,,,
4747,螟,505,,,,
4748,歡,502,,,,
4749,蝴,502,,,,
4750,嘸,499,,,,
4751,釆,499,,,,
4752,犧,498,,,,
4753,緬,498,,,,
4754,鱇,498,,,,
4755,梏,497,,,,
4756,燧,497,,,,
4757,湶,496,,,,
4758,顯,495,,,,
4759,飇,495,,,,
4760,繞,494,,,,
4761,誣,494,,,,
4762,奶,493,,,,
4763,痾,493,,,,
4764,噦,492,,,,
4765,奠,492,,,,
4766,歉,491,,,,
4767,叟,490,,,,
4768,媾,488,,,,
4769,譙,488,,,,
4770,夘,487,,,,
4771,寫,487,,,,
4772,蒴,487,,,,
4773,據,485,,,,
4774,胖,485,,,,
4775,腳,485,,,,
4776,鈞,485,,,,
4777,楝,484,,,,
4778,驃,484,,,,
4779,龗,484,,,,
4780,慳,482,,,,
4781,旛,481,,,,
4782,粽,481,,,,
4783,耘,480,,,,
4784,蒯,480,,,,
4785,澗,479,,,,
4786,脉,479,,,,
4787,菀,479,,,,
4788,熏,477,,,,
4789,瑟,476,,,,
4790,厥,475,,,,
4791,怡,475,,,,
4792,厖,474,,,,
4793,桎,473,,,,
4794,萼,473,,,,
4795,汞,472,,,,
4796,蜏,472,,,,
4797,劒,470,,,,
4798,椴,470,,,,
4799,溥,470,,,,
4800,鬥,469,,,,
4801,珮,468,,,,
4802,鞏,468,,,,
4803,虛,467,,,,
4804,喂,466,,,,
4805,疸,466,,,,
4806,嘿,465,,,,
4807,旌,464,,,,
4808,榻,464,,,,
4809,倪,463,,,,
4810,芬,463,,,,
4811,葭,463,,,,
4812,掖,460,,,,
4813,璲,460,,,,
4814,繼,460,,,,
4815,鶇,460,,,,
4816,幔,459,,,,
4817,禕,457,,,,
4818,侏,456,,,,
4819,恂,456,,,,
4820,顒,456,,,,
4821,傻,455,,,,
4822,瓉,452,,,,
4823,裹,452,,,,
4824,迩,452,,,,
4825,姊,450,,,,
4826,孃,450,,,,
4827,珞,450,,,,
4828,撑,448,,,,
4829,唏,447,,,,
4830,譁,446,,,,
4831,瓔,445,,,,
4832,鏨,445,,,,
4833,弯,444,,,,
4834,膊,444,,,,
4835,螳,444,,,,
4836,專,443,,,,
4837,兀,442,,,,
4838,坎,442,,,,
4839,萍,439,,,,
4840,殘,438,,,,
4841,妍,436,,,,
4842,硺,436,,,,
4843,輦,435,,,,
4844,炳,434,,,,
4845,鋪,434,,,,
4846,徃,433,,,,
4847,彊,432,,,,
4848,銹,432,,,,
4849,愼,430,,,,
4850,沚,430,,,,
4851,瀛,429,,,,
4852,珉,429,,,,
4853,鉅,429,,,,
4854,畷,428,,,,
4855,謠,428,,,,
4856,俥,427,,,,
4857,潺,426,,,,
4858,粭,425,,,,
4859,雜,425,,,,
4860,毗,424,,,,
4861,鰊,424,,,,
4862,卉,423,,,,
4863,枸,421,,,,
4864,衫,421,,,,
4865,麴,420,,,,
4866,營,418,,,,
4867,驗,418,,,,
4868,塘,417,,,,
4869,懈,416,,,,
4870,齣,416,,,,
4871,垰,415,,,,
4872,鱸,414,,,,
4873,殼,413,,,,
4874,毋,413,,,,
4875,㐆,412,,,,
4876,糕,411,,,,
4877,區,410,,,,
4878,咦,410,,,,
4879,犾,410,,,,
4880,衲,410,,,,
4881,夸,408,,,,
4882,朵,408,,,,
4883,弭,407,,,,
4884,譎,407,,,,
4885,琨,406,,,,
4886,皎,405,,,,
4887,耒,405,,,,
4888,瘋,404,,,,
4889,蜿,402,,,,
4890,咖,401,,,,
4891,帑,400,,,,
4892,讚,400,,,,
4893,鴬,400,,,,
4894,擒,399,,,,
4895,噬,398,,,,
4896,噯,398,,,,
4897,嶄,398,,,,
4898,瘢,398,,,,
4899,郤,398,,,,
4900,构,396,,,,
4901,勠,395,,,,
4902,哎,395,,,,
4903,峽,395,,,,
4904,鐔,395,,,,
4905,悛,394,,,,
4906,旡,394,,,,
4907,桾,394,,,,
4908,泛,394,,,,
4909,爭,393,,,,
4910,蓆,393,,,,
4911,蹉,393,,,,
4912,暙,392,,,,
4913,洀,392,,,,
4914,广,391,,,,
4915,暝,391,,,,
4916,貳,391,,,,
4917,黐,391,,,,
4918,榠,390,,,,
4919,辮,390,,,,
4920,嫂,389,,,,
4921,瞪,389,,,,
4922,臤,387,,,,
4923,襴,386,,,,
4924,栲,385,,,,
4925,泓,385,,,,
4926,估,383,,,,
4927,蠻,383,,,,
4928,竊,381,,,,
4929,肤,381,,,,
4930,晉,380,,,,
4931,瓈,380,,,,
4932,蜊,379,,,,
4933,壓,378,,,,
4934,莵,378,,,,
4935,倚,377,,,,
4936,瘉,377,,,,
4937,貓,377,,,,
4938,錢,377,,,,
4939,殃,376,,,,
4940,甯,376,,,,
4941,糇,376,,,,
4942,胯,376,,,,
4943,閘,376,,,,
4944,棣,375,,,,
4945,楮,375,,,,
4946,鹼,375,,,,
4947,櫁,373,,,,
4948,脖,373,,,,
4949,椹,372,,,,
4950,笔,372,,,,
4951,砍,371,,,,
4952,繩,370,,,,
4953,启,368,,,,
4954,礙,367,,,,
4955,筮,367,,,,
4956,諛,367,,,,
4957,鳫,367,,,,
4958,綏,366,,,,
4959,苣,366,,,,
4960,趁,365,,,,
4961,腓,364,,,,
4962,蠊,364,,,,
4963,飜,363,,,,
4964,撕,362,,,,
4965,䰠,360,,,,
4966,燔,360,,,,
4967,偕,359,,,,
4968,啝,359,,,,
4969,癬,358,,,,
4970,闌,358,,,,
4971,倞,357,,,,
4972,儼,357,,,,
4973,勺,357,,,,
4974,橫,357,,,,
4975,岭,356,,,,
4976,夹,355,,,,
4977,慷,355,,,,
4978,鰺,355,,,,
4979,濵,354,,,,
4980,壞,353,,,,
4981,邱,353,,,,
4982,槎,352,,,,
4983,粹,352,,,,
4984,昕,351,,,,
4985,瞻,351,,,,
4986,膺,351,,,,
4987,贓,351,,,,
4988,迴,351,,,,
4989,甍,350,,,,
4990,竇,350,,,,
4991,藷,350,,,,
4992,蜒,350,,,,
4993,螭,350,,,,
4994,釋,350,,,,
4995,陌,350,,,,
4996,暹,348,,,,
4997,殯,348,,,,
4998,盂,348,,,,
4999,囹,347,,,,
5000,鯤,347,,,,
5001,夛,346,,,,
5002,姨,346,,,,
5003,絛,346,,,,
5004,艫,346,,,,
5005,刕,345,,,,
5006,夬,344,,,,
5007,氐,344,,,,
5008,邴,344,,,,
5009,扯,343,,,,
5010,檗,342,,,,
5011,寔,341,,,,
5012,殱,341,,,,
5013,灬,341,,,,
5014,茘,341,,,,
5015,髻,341,,,,
5016,扔,340,,,,
5017,渼,340,,,,
5018,熹,340,,,,
5019,甩,340,,,,
5020,碾,340,,,,
5021,梼,339,,,,
5022,窖,339,,,,
5023,鶚,339,,,,
5024,嫩,338,,,,
5025,燒,338,,,,
5026,鵙,338,,,,
5027,繙,337,,,,
5028,茵,337,,,,
5029,璉,336,,,,
5030,鉉,336,,,,
5031,騅,336,,,,
5032,睹,335,,,,
5033,筱,335,,,,
5034,杆,334,,,,
5035,勳,333,,,,
5036,厲,333,,,,
5037,玺,333,,,,
5038,韭,333,,,,
5039,駭,333,,,,
5040,崟,332,,,,
5041,椏,332,,,,
5042,猖,332,,,,
5043,稻,330,,,,
5044,聨,329,,,,
5045,讖,328,,,,
5046,冏,327,,,,
5047,爻,327,,,,
5048,產,327,,,,
5049,衢,326,,,,
5050,遐,326,,,,
5051,擇,325,,,,
5052,匱,323,,,,
5053,籏,323,,,,
5054,粂,323,,,,
5055,聿,323,,,,
5056,鋩,323,,,,
5057,鷽,323,,,,
5058,愬,322,,,,
5059,價,321,,,,
5060,岷,321,,,,
5061,浙,321,,,,
5062,溫,321,,,,
5063,瀏,321,,,,
5064,墮,320,,,,
5065,榔,320,,,,
5066,滎,320,,,,
5067,蕈,320,,,,
5068,鍊,320,,,,
5069,莚,319,,,,
5070,篷,318,,,,
5071,紊,318,,,,
5072,逕,317,,,,
5073,閭,317,,,,
5074,歐,316,,,,
5075,遑,316,,,,
5076,闓,316,,,,
5077,秊,315,,,,
5078,鵤,315,,,,
5079,膽,314,,,,
5080,閠,314,,,,
5081,翟,313,,,,
5082,撩,312,,,,
5083,貔,312,,,,
5084,堊,311,,,,
5085,苒,311,,,,
5086,蟬,311,,,,
5087,唉,310,,,,
5088,岫,310,,,,
5089,拯,309,,,,
5090,栩,309,,,,
5091,歷,309,,,,
5092,蓇,309,,,,
5093,琿,308,,,,
5094,擘,307,,,,
5095,瓘,307,,,,
5096,亶,306,,,,
5097,冢,306,,,,
5098,榁,306,,,,
5099,磾,306,,,,
5100,猷,305,,,,
5101,氛,304,,,,
5102,祿,304,,,,
5103,荣,304,,,,
5104,齒,304,,,,
5105,减,303,,,,
5106,匆,303,,,,
5107,磬,303,,,,
5108,霳,303,,,,
5109,吋,302,,,,
5110,欷,302,,,,
5111,寐,301,,,,
5112,楫,301,,,,
5113,歔,301,,,,
5114,俤,300,,,,
5115,梭,300,,,,
5116,潼,300,,,,
5117,妮,299,,,,
5118,襯,299,,,,
5119,沾,298,,,,
5120,谿,297,,,,
5121,踢,296,,,,
5122,陝,296,,,,
5123,摧,295,,,,
5124,竭,294,,,,
5125,嘻,293,,,,
5126,怺,293,,,,
5127,覩,293,,,,
5128,帕,292,,,,
5129,鬧,292,,,,
5130,鰈,292,,,,
5131,欸,291,,,,
5132,淄,291,,,,
5133,觸,291,,,,
5134,佟,290,,,,
5135,冦,290,,,,
5136,稈,290,,,,
5137,繆,290,,,,
5138,蛎,290,,,,
5139,豎,290,,,,
5140,趕,290,,,,
5141,勞,289,,,,
5142,桀,289,,,,
5143,脫,289,,,,
5144,眄,288,,,,
5145,諢,288,,,,
5146,齪,288,,,,
5147,吵,287,,,,
5148,渢,287,,,,
5149,齷,287,,,,
5150,湍,286,,,,
5151,獗,286,,,,
5152,筥,286,,,,
5153,靉,286,,,,
5154,冱,285,,,,
5155,劭,285,,,,
5156,棉,285,,,,
5157,蔕,285,,,,
5158,鱚,285,,,,
5159,艪,284,,,,
5160,裲,284,,,,
5161,髢,284,,,,
5162,冪,283,,,,
5163,箙,283,,,,
5164,胳,283,,,,
5165,懟,282,,,,
5166,栁,282,,,,
5167,狷,282,,,,
5168,玠,282,,,,
5169,訌,282,,,,
5170,涿,281,,,,
5171,秉,281,,,,
5172,蘗,281,,,,
5173,辭,281,,,,
5174,鸛,281,,,,
5175,鬻,280,,,,
5176,樛,279,,,,
5177,爰,279,,,,
5178,凖,278,,,,
5179,鮃,278,,,,
5180,凵,277,,,,
5181,唵,277,,,,
5182,噸,276,,,,
5183,篆,276,,,,
5184,酈,276,,,,
5185,徵,275,,,,
5186,摔,274,,,,
5187,枴,274,,,,
5188,廩,273,,,,
5189,硅,273,,,,
5190,兮,272,,,,
5191,栰,272,,,,
5192,殭,272,,,,
5193,篥,271,,,,
5194,葫,271,,,,
5195,謌,271,,,,
5196,鄕,271,,,,
5197,鑰,271,,,,
5198,瀚,269,,,,
5199,篳,269,,,,
5200,彅,268,,,,
5201,輳,268,,,,
5202,挌,267,,,,
5203,莊,267,,,,
5204,郇,267,,,,
5205,呃,266,,,,
5206,擺,266,,,,
5207,晢,266,,,,
5208,熈,266,,,,
5209,荵,266,,,,
5210,錵,265,,,,
5211,厦,264,,,,
5212,姣,264,,,,
5213,嬴,264,,,,
5214,賴,264,,,,
5215,埵,263,,,,
5216,遲,263,,,,
5217,韃,263,,,,
5218,饑,263,,,,
5219,麁,263,,,,
5220,渴,262,,,,
5221,鈦,262,,,,
5222,剔,261,,,,
5223,叴,261,,,,
5224,呎,261,,,,
5225,樝,261,,,,
5226,嵋,260,,,,
5227,圜,259,,,,
5228,狹,259,,,,
5229,獠,259,,,,
5230,疳,259,,,,
5231,癩,259,,,,
5232,朸,258,,,,
5233,涉,258,,,,
5234,郿,258,,,,
5235,隶,258,,,,
5236,飅,258,,,,
5237,挪,257,,,,
5238,蕤,257,,,,
5239,釖,257,,,,
5240,麽,257,,,,
5241,尬,256,,,,
5242,浥,256,,,,
5243,噐,255,,,,
5244,樢,254,,,,
5245,逾,254,,,,
5246,靼,254,,,,
5247,魈,254,,,,
5248,甑,253,,,,
5249,貹,253,,,,
5250,倡,252,,,,
5251,鐺,252,,,,
5252,歆,250,,,,
5253,俍,249,,,,
5254,擔,249,,,,
5255,肅,249,,,,
5256,豸,249,,,,
5257,勸,248,,,,
5258,愀,248,,,,
5259,纞,248,,,,
5260,蘂,248,,,,
5261,玘,247,,,,
5262,蒿,246,,,,
5263,鄰,245,,,,
5264,鹹,245,,,,
5265,寤,244,,,,
5266,澎,244,,,,
5267,兢,243,,,,
5268,幄,243,,,,
5269,楜,243,,,,
5270,縱,243,,,,
5271,觴,243,,,,
5272,黥,242,,,,
5273,遘,241,,,,
5274,雕,241,,,,
5275,汕,240,,,,
5276,灾,240,,,,
5277,匰,239,,,,
5278,咕,239,,,,
5279,彤,239,,,,
5280,颱,239,,,,
5281,椻,238,,,,
5282,禪,238,,,,
5283,蔟,238,,,,
5284,顚,238,,,,
5285,駛,238,,,,
5286,挾,237,,,,
5287,奐,236,,,,
5288,悊,235,,,,
5289,惻,235,,,,
5290,旣,235,,,,
5291,盜,235,,,,
5292,菸,235,,,,
5293,揲,234,,,,
5294,柒,234,,,,
5295,貍,234,,,,
5296,璇,233,,,,
5297,鷂,233,,,,
5298,侖,232,,,,
5299,售,232,,,,
5300,貅,232,,,,
5301,娒,231,,,,
5302,峩,231,,,,
5303,揣,231,,,,
5304,琇,231,,,,
5305,吁,230,,,,
5306,唀,230,,,,
5307,埀,230,,,,
5308,笮,230,,,,
5309,郢,230,,,,
5310,隹,230,,,,
5311,飫,230,,,,
5312,攬,229,,,,
5313,洁,229,,,,
5314,瑗,229,,,,
5315,鈺,229,,,,
5316,卅,228,,,,
5317,羿,228,,,,
5318,蜺,228,,,,
5319,蠭,228,,,,
5320,貊,228,,,,
5321,廆,227,,,,
5322,譿,227,,,,
5323,怛,226,,,,
5324,闔,226,,,,
5325,騷,226,,,,
5326,丰,225,,,,
5327,泱,225,,,,
5328,瀋,225,,,,
5329,謫,225,,,,
5330,骰,225,,,,
5331,鸕,225,,,,
5332,僂,224,,,,
5333,歙,224,,,,
5334,碳,224,,,,
5335,邲,224,,,,
5336,雞,224,,,,
5337,慘,223,,,,
5338,濶,223,,,,
5339,蝨,223,,,,
5340,貭,223,,,,
5341,赧,223,,,,
5342,冕,222,,,,
5343,虧,222,,,,
5344,跛,222,,,,
5345,龔,222,,,,
5346,唔,221,,,,
5347,豐,221,,,,
5348,愍,220,,,,
5349,蹠,220,,,,
5350,傢,219,,,,
5351,瑦,219,,,,
5352,皋,219,,,,
5353,窈,219,,,,
5354,銕,219,,,,
5355,閼,219,,,,
5356,齡,219,,,,
5357,咯,218,,,,
5358,圕,218,,,,
5359,戩,218,,,,
5360,潴,218,,,,
5361,璹,218,,,,
5362,廁,217,,,,
5363,楳,217,,,,
5364,蔲,217,,,,
5365,玃,216,,,,
5366,粱,216,,,,
5367,艨,216,,,,
5368,倏,215,,,,
5369,嵒,215,,,,
5370,鎺,215,,,,
5371,麥,215,,,,
5372,棈,214,,,,
5373,滇,214,,,,
5374,皀,214,,,,
5375,綝,214,,,,
5376,贊,214,,,,
5377,絅,213,,,,
5378,緣,213,,,,
5379,裘,213,,,,
5380,戶,212,,,,
5381,煞,212,,,,
5382,矗,212,,,,
5383,簸,212,,,,
5384,嗓,211,,,,
5385,壳,211,,,,
5386,橳,211,,,,
5387,爐,211,,,,
5388,皚,211,,,,
5389,懶,210,,,,
5390,捐,210,,,,
5391,薈,210,,,,
5392,軼,210,,,,
5393,傪,209,,,,
5394,礒,209,,,,
5395,邃,209,,,,
5396,僮,208,,,,
5397,叨,208,,,,
5398,拂,208,,,,
5399,珣,208,,,,
5400,豌,208,,,,
5401,㠀,207,,,,
5402,柢,207,,,,
5403,瑀,207,,,,
5404,舁,207,,,,
5405,熒,206,,,,
5406,迈,206,,,,
5407,鬪,206,,,,
5408,弎,205,,,,
5409,豬,205,,,,
5410,鄄,205,,,,
5411,龜,205,,,,
5412,瑧,204,,,,
5413,罡,204,,,,
5414,鑪,204,,,,
5415,靆,204,,,,
5416,凑,203,,,,
5417,塢,203,,,,
5418,眨,203,,,,
5419,粳,203,,,,
5420,藇,203,,,,
5421,酥,203,,,,
5422,丫,202,,,,
5423,倀,202,,,,
5424,偈,202,,,,
5425,躡,202,,,,
5426,鰍,202,,,,
5427,亙,201,,,,
5428,夲,201,,,,
5429,燁,201,,,,
5430,犖,201,,,,
5431,瓣,201,,,,
5432,靳,201,,,,
5433,偆,200,,,,
5434,姍,200,,,,
5435,怱,200,,,,
5436,胄,200,,,,
5437,哆,199,,,,
5438,巓,199,,,,
5439,徙,199,,,,
5440,楙,199,,,,
5441,茀,199,,,,
5442,詺,199,,,,
5443,諶,199,,,,
5444,廢,198,,,,
5445,棊,198,,,,
5446,鯔,198,,,,
5447,嚷,197,,,,
5448,涓,197,,,,
5449,獻,197,,,,
5450,紮,197,,,,
5451,薰,197,,,,
5452,塡,196,,,,
5453,嵓,196,,,,
5454,狎,196,,,,
5455,獬,196,,,,
5456,娟,195,,,,
5457,廳,195,,,,
5458,沟,195,,,,
5459,瀰,195,,,,
5460,塌,194,,,,
5461,拈,194,,,,
5462,淚,194,,,,
5463,郗,194,,,,
5464,曁,193,,,,
5465,焠,193,,,,
5466,銷,193,,,,
5467,靏,193,,,,
5468,漾,192,,,,
5469,煖,192,,,,
5470,爹,192,,,,
5471,璻,192,,,,
5472,瓿,192,,,,
5473,瞄,192,,,,
5474,脣,192,,,,
5475,詹,192,,,,
5476,芮,191,,,,
5477,蘰,191,,,,
5478,讎,191,,,,
5479,弰,190,,,,
5480,扣,190,,,,
5481,蘋,190,,,,
5482,錄,190,,,,
5483,黶,190,,,,
5484,扠,189,,,,
5485,狻,189,,,,
5486,驫,189,,,,
5487,旒,188,,,,
5488,氺,188,,,,
5489,玪,188,,,,
5490,琪,188,,,,
5491,蠑,188,,,,
5492,袞,188,,,,
5493,霉,188,,,,
5494,鷄,188,,,,
5495,吴,187,,,,
5496,烤,187,,,,
5497,焃,187,,,,
5498,獦,187,,,,
5499,髀,187,,,,
5500,鶻,187,,,,
5501,吱,186,,,,
5502,挖,186,,,,
5503,晳,186,,,,
5504,睚,186,,,,
5505,譛,186,,,,
5506,隲,186,,,,
5507,愔,185,,,,
5508,礦,185,,,,
5509,蒾,185,,,,
5510,遏,185,,,,
5511,鏈,185,,,,
5512,雯,185,,,,
5513,啡,184,,,,
5514,圳,184,,,,
5515,幺,184,,,,
5516,昰,184,,,,
5517,炫,184,,,,
5518,薑,184,,,,
5519,鄆,184,,,,
5520,駑,184,,,,
5521,丐,183,,,,
5522,仂,183,,,,
5523,伜,183,,,,
5524,刧,182,,,,
5525,悳,182,,,,
5526,琊,182,,,,
5527,顗,182,,,,
5528,啣,181,,,,
5529,岲,181,,,,
5530,徂,181,,,,
5531,槁,181,,,,
5532,槊,181,,,,
5533,歿,181,,,,
5534,毳,181,,,,
5535,祺,181,,,,
5536,繃,181,,,,
5537,裨,181,,,,
5538,鑷,181,,,,
5539,鼯,181,,,,
5540,哿,180,,,,
5541,桴,180,,,,
5542,梺,180,,,,
5543,猗,180,,,,
5544,蠎,180,,,,
5545,閇,180,,,,
5546,唎,179,,,,
5547,歹,179,,,,
5548,莪,179,,,,
5549,輯,179,,,,
5550,孑,178,,,,
5551,祕,178,,,,
5552,鉧,178,,,,
5553,颺,178,,,,
5554,鷭,178,,,,
5555,䇦,177,,,,
5556,垃,177,,,,
5557,掀,177,,,,
5558,棅,177,,,,
5559,牠,177,,,,
5560,嚔,176,,,,
5561,圾,176,,,,
5562,墻,176,,,,
5563,廈,176,,,,
5564,橆,176,,,,
5565,歛,176,,,,
5566,蟆,176,,,,
5567,醪,176,,,,
5568,叮,175,,,,
5569,嬶,175,,,,
5570,猧,175,,,,
5571,癡,175,,,,
5572,蘚,175,,,,
5573,靨,175,,,,
5574,顋,175,,,,
5575,䨩,174,,,,
5576,刘,174,,,,
5577,嗿,174,,,,
5578,捂,174,,,,
5579,邢,174,,,,
5580,驅,174,,,,
5581,骼,174,,,,
5582,寢,173,,,,
5583,璟,173,,,,
5584,沂,172,,,,
5585,狆,172,,,,
5586,橅,171,,,,
5587,猇,171,,,,
5588,糯,171,,,,
5589,鈀,171,,,,
5590,鬲,171,,,,
5591,疝,170,,,,
5592,罕,170,,,,
5593,蕋,170,,,,
5594,觔,170,,,,
5595,鹽,170,,,,
5596,倻,169,,,,
5597,壯,169,,,,
5598,犍,169,,,,
5599,犢,169,,,,
5600,皰,169,,,,
5601,謰,169,,,,
5602,凮,168,,,,
5603,妭,168,,,,
5604,瑄,168,,,,
5605,甞,168,,,,
5606,蔗,168,,,,
5607,褲,168,,,,
5608,闡,168,,,,
5609,拽,167,,,,
5610,楨,167,,,,
5611,瞿,167,,,,
5612,粁,167,,,,
5613,蹤,167,,,,
5614,雋,167,,,,
5615,亊,166,,,,
5616,枋,166,,,,
5617,禺,166,,,,
5618,菻,166,,,,
5619,譽,166,,,,
5620,鱏,166,,,,
5621,嗷,165,,,,
5622,糅,165,,,,
5623,蜍,165,,,,
5624,阡,165,,,,
5625,髦,165,,,,
5626,帘,164,,,,
5627,瞧,164,,,,
5628,瞹,164,,,,
5629,鑒,164,,,,
5630,悽,163,,,,
5631,卧,162,,,,
5632,翩,162,,,,
5633,蹋,162,,,,
5634,佯,161,,,,
5635,昀,161,,,,
5636,歟,161,,,,
5637,粼,161,,,,
5638,荽,161,,,,
5639,葯,161,,,,
5640,寬,160,,,,
5641,弽,160,,,,
5642,澡,160,,,,
5643,眭,160,,,,
5644,芷,160,,,,
5645,藐,160,,,,
5646,嬛,159,,,,
5647,榾,159,,,,
5648,淩,159,,,,
5649,褞,159,,,,
5650,錺,159,,,,
5651,杮,158,,,,
5652,楴,158,,,,
5653,洌,158,,,,
5654,縵,158,,,,
5655,藿,158,,,,
5656,唹,157,,,,
5657,媄,157,,,,
5658,嶠,157,,,,
5659,涪,157,,,,
5660,萇,157,,,,
5661,諚,157,,,,
5662,亟,156,,,,
5663,濂,156,,,,
5664,艟,156,,,,
5665,鯏,156,,,,
5666,莅,155,,,,
5667,匝,154,,,,
5668,巛,154,,,,
5669,巢,154,,,,
5670,簓,154,,,,
5671,糒,154,,,,
5672,耻,154,,,,
5673,陟,154,,,,
5674,珖,153,,,,
5675,皷,153,,,,
5676,砰,153,,,,
5677,綰,153,,,,
5678,臚,153,,,,
5679,鈕,153,,,,
5680,鋺,153,,,,
5681,颷,153,,,,
5682,丟,152,,,,
5683,卆,152,,,,
5684,惕,152,,,,
5685,杪,152,,,,
5686,涂,152,,,,
5687,臟,152,,,,
5688,趟,152,,,,
5689,鉑,152,,,,
5690,敞,151,,,,
5691,縢,151,,,,
5692,聶,151,,,,
5693,閧,151,,,,
5694,吮,150,,,,
5695,嚏,150,,,,
5696,寳,150,,,,
5697,幀,150,,,,
5698,摛,150,,,,
5699,擋,150,,,,
5700,档,150,,,,
5701,筬,150,,,,
5702,褶,150,,,,
5703,俿,149,,,,
5704,夰,149,,,,
5705,毓,149,,,,
5706,濬,149,,,,
5707,莨,149,,,,
5708,蠖,149,,,,
5709,鯣,149,,,,
5710,嚨,148,,,,
5711,逛,148,,,,
5712,扛,147,,,,
5713,毌,147,,,,
5714,汾,147,,,,
5715,洙,147,,,,
5716,窕,147,,,,
5717,竝,147,,,,
5718,纔,147,,,,
5719,墸,146,,,,
5720,柁,146,,,,
5721,梘,146,,,,
5722,犴,146,,,,
5723,獵,146,,,,
5724,穰,146,,,,
5725,駘,146,,,,
5726,儧,145,,,,
5727,塲,145,,,,
5728,攝,145,,,,
5729,柜,145,,,,
5730,莟,145,,,,
5731,鰀,145,,,,
5732,妣,144,,,,
5733,潛,144,,,,
5734,聟,144,,,,
5735,菠,144,,,,
5736,鐫,144,,,,
5737,妒,143,,,,
5738,湃,143,,,,
5739,甸,143,,,,
5740,膛,143,,,,
5741,颫,143,,,,
5742,駻,143,,,,
5743,囉,142,,,,
5744,囘,142,,,,
5745,庙,142,,,,
5746,廡,142,,,,
5747,撈,142,,,,
5748,曺,142,,,,
5749,沔,142,,,,
5750,筌,142,,,,
5751,譯,142,,,,
5752,怏,141,,,,
5753,羸,141,,,,
5754,虵,141,,,,
5755,輾,141,,,,
5756,俶,140,,,,
5757,噲,140,,,,
5758,坍,140,,,,
5759,夔,140,,,,
5760,奚,140,,,,
5761,敍,140,,,,
5762,淇,140,,,,
5763,潯,140,,,,
5764,笵,140,,,,
5765,輙,140,,,,
5766,匀,139,,,,
5767,吩,139,,,,
5768,咩,139,,,,
5769,囿,139,,,,
5770,皸,139,,,,
5771,陦,139,,,,
5772,嘖,138,,,,
5773,淼,138,,,,
5774,滕,138,,,,
5775,萵,138,,,,
5776,阯,138,,,,
5777,傹,137,,,,
5778,檳,137,,,,
5779,磇,137,,,,
5780,錏,137,,,,
5781,騋,137,,,,
5782,匚,136,,,,
5783,囗,136,,,,
5784,悚,136,,,,
5785,惘,136,,,,
5786,敎,136,,,,
5787,棧,136,,,,
5788,櫺,136,,,,
5789,汶,136,,,,
5790,潦,136,,,,
5791,蠡,136,,,,
5792,蠶,136,,,,
5793,驛,136,,,,
5794,徑,135,,,,
5795,叠,134,,,,
5796,惷,134,,,,
5797,氓,134,,,,
5798,渟,134,,,,
5799,狴,134,,,,
5800,眯,134,,,,
5801,祂,134,,,,
5802,鈔,134,,,,
5803,册,133,,,,
5804,樞,133,,,,
5805,汛,133,,,,
5806,漰,133,,,,
5807,疥,133,,,,
5808,蹬,133,,,,
5809,鰲,133,,,,
5810,剿,132,,,,
5811,憖,132,,,,
5812,熕,132,,,,
5813,璜,132,,,,
5814,縉,132,,,,
5815,罣,132,,,,
5816,驎,132,,,,
5817,渗,131,,,,
5818,獎,131,,,,
5819,羡,131,,,,
5820,萓,131,,,,
5821,蜑,131,,,,
5822,昉,130,,,,
5823,毱,130,,,,
5824,謚,130,,,,
5825,貮,130,,,,
5826,鉃,130,,,,
5827,霪,130,,,,
5828,岼,129,,,,
5829,恆,129,,,,
5830,戳,129,,,,
5831,氶,129,,,,
5832,漳,129,,,,
5833,烬,129,,,,
5834,鵶,129,,,,
5835,峭,128,,,,
5836,耍,128,,,,
5837,蛺,128,,,,
5838,辷,128,,,,
5839,頡,128,,,,
5840,仞,127,,,,
5841,搶,127,,,,
5842,洧,127,,,,
5843,燬,127,,,,
5844,逋,127,,,,
5845,柃,126,,,,
5846,淸,126,,,,
5847,耨,126,,,,
5848,雊,126,,,,
5849,佈,125,,,,
5850,壤,125,,,,
5851,姝,125,,,,
5852,玳,125,,,,
5853,笰,125,,,,
5854,簇,125,,,,
5855,褰,125,,,,
5856,靇,125,,,,
5857,黏,125,,,,
5858,岾,124,,,,
5859,擯,124,,,,
5860,篶,124,,,,
5861,舔,124,,,,
5862,赳,124,,,,
5863,輒,124,,,,
5864,噩,123,,,,
5865,埿,123,,,,
5866,屶,123,,,,
5867,悵,123,,,,
5868,澠,123,,,,
5869,灣,123,,,,
5870,玿,123,,,,
5871,蘢,123,,,,
5872,蚰,123,,,,
5873,嘎,122,,,,
5874,嬋,122,,,,
5875,恊,122,,,,
5876,湮,122,,,,
5877,瘟,122,,,,
5878,皖,122,,,,
5879,碬,122,,,,
5880,醴,122,,,,
5881,佣,121,,,,
5882,刁,121,,,,
5883,峇,121,,,,
5884,煒,121,,,,
5885,痂,121,,,,
5886,磕,121,,,,
5887,胈,121,,,,
5888,郅,121,,,,
5889,郯,121,,,,
